recommender,TopK,Epochs,lambda_i,lambda_j,MAP
SLIM_BPR_Recommender,304,37,0.0011721119732187122,0.00716056893437079,0.0045374165122573145
SLIM_BPR_Recommender,459,10,0.003900135505173098,0.0001093820142289213,0.004442427021020217
SLIM_BPR_Recommender,261,38,0.0007669803572644381,0.005727905970787965,0.004540901365013908
SLIM_BPR_Recommender,421,63,0.005910812332334901,0.005929781705687867,0.004568336046446941
SLIM_BPR_Recommender,200,67,0.006464971717928361,0.0017566297049634715,0.004576437259190088
SLIM_BPR_Recommender,496,83,0.00746736405300938,0.0039048843931908882,0.004572873376062663
SLIM_BPR_Recommender,383,76,0.009195049355439801,0.008621308205678862,0.004558493189420046
SLIM_BPR_Recommender,327,28,0.009304916931215297,1.7547496031315005e-05,0.004524389774744957
SLIM_BPR_Recommender,234,36,0.00889256690607529,4.435121608053084e-05,0.004568283273602011
SLIM_BPR_Recommender,328,24,0.0031262770264747484,0.004794444640353749,0.00449659997459795
SLIM_BPR_Recommender,393,93,0.009089913017899205,0.007230032371780957,0.0045728461513121176
SLIM_BPR_Recommender,371,25,0.0029270921912529706,0.0028712121834791305,0.004466539185338021
SLIM_BPR_Recommender,418,55,0.0047882433319680826,0.003414162870423374,0.004555915509536789
SLIM_BPR_Recommender,237,29,0.004806335359570254,0.009580868423155094,0.0045211056882408064
SLIM_BPR_Recommender,186,94,0.004617381048219685,0.003977080653094145,0.004591679039949513
SLIM_BPR_Recommender,282,43,0.002241206216890105,0.009332673597793764,0.004591580844824331
SLIM_BPR_Recommender,275,90,0.004575574483033908,0.006586116375839756,0.004597782707695925
SLIM_BPR_Recommender,381,36,0.003020979208688876,0.0026747719799286554,0.004553462196615347
SLIM_BPR_Recommender,428,68,0.0010952142077578777,0.007891820089504233,0.0045570684794953775
SLIM_BPR_Recommender,399,23,0.009668451425546063,0.006746986686600567,0.004512521403754546
SLIM_BPR_Recommender,156,75,0.00010802568399293553,0.0056697171365391145,0.004573936009442613
SLIM_BPR_Recommender,202,62,0.0008522236175477205,0.0033250368390985788,0.0045953994894134915
SLIM_BPR_Recommender,290,45,0.008881209753996772,0.005926854792536469,0.004583411804868568
SLIM_BPR_Recommender,143,71,0.0007209285001562746,0.008840940047725634,0.004583932358101057
SLIM_BPR_Recommender,457,19,0.0008707992897654094,0.0017417012363774742,0.004488341590410778
SLIM_BPR_Recommender,455,41,0.0016400961768445169,0.0019082718304872244,0.004516988004758592
SLIM_BPR_Recommender,166,50,0.0021137402980111472,0.007165565492763611,0.004539881848777547
SLIM_BPR_Recommender,198,71,0.0020505660307422453,0.0024248395139171413,0.004567668980586566
SLIM_BPR_Recommender,448,40,0.003567809171007117,0.007395092506983659,0.0045672764091721565
SLIM_BPR_Recommender,133,41,0.008048251489898973,0.005118590232414967,0.004511534318808397
SLIM_BPR_Recommender,177,46,0.0042201973090971725,0.002544817531271324,0.004534591969875026
SLIM_BPR_Recommender,181,39,0.00884916163101607,0.009356852712528157,0.0045740329680854916
SLIM_BPR_Recommender,198,56,0.0009040564893635481,0.0005428475792201183,0.004604556760834305
SLIM_BPR_Recommender,404,70,0.006592325939526012,0.002833672892412982,0.004553355293626368
SLIM_BPR_Recommender,342,75,0.0044119705064583695,0.006588527989244259,0.004571685500396021
SLIM_BPR_Recommender,294,81,0.005395219424452056,0.003534801756655624,0.004623139323807437
SLIM_BPR_Recommender,111,16,0.004799825942791021,0.00028964740584304247,0.0044362671124394135
SLIM_BPR_Recommender,337,15,0.00022454793337770986,0.0018612511876436267,0.004420066480170498
SLIM_BPR_Recommender,189,98,0.00941517079093163,0.0006416012708755877,0.004599277042089118
SLIM_BPR_Recommender,464,14,0.0018921781024012028,0.004441101662442397,0.004420690012821683
SLIM_BPR_Recommender,180,43,0.0028094528696712513,0.007252621899373254,0.004523615581402329
SLIM_BPR_Recommender,314,83,0.0025674733709558912,0.000981941836523449,0.004614996813805925
SLIM_BPR_Recommender,495,35,0.008604654213619521,0.005334596422893087,0.00452901588733907
SLIM_BPR_Recommender,114,63,0.007574398744993679,0.007377775957065184,0.004554808065522079
SLIM_BPR_Recommender,372,52,0.0071915849846202725,0.0042753982151479564,0.004533194124508473
SLIM_BPR_Recommender,194,58,0.0032511962504597333,0.006305831633441773,0.0045594448383572085
SLIM_BPR_Recommender,296,56,0.0015759423692661993,0.0052772363370971,0.004564342427627054
SLIM_BPR_Recommender,176,25,0.0009374601598304192,0.0008404371980175691,0.004538427763451485
SLIM_BPR_Recommender,424,38,0.0016345806301203297,0.004116269690637959,0.004554522381660187
SLIM_BPR_Recommender,361,71,0.0051275758914821,0.006344150765962218,0.0046004715393300625
SLIM_BPR_Recommender,480,56,0.008567567273830512,0.008803298135951723,0.004539194563852283
SLIM_BPR_Recommender,403,79,0.007259850853091401,0.004237217695605509,0.004551764131787179
SLIM_BPR_Recommender,420,81,0.007169674084050426,0.005726501146964968,0.004545700972641817
SLIM_BPR_Recommender,328,14,0.003832549692821784,0.00700575854601579,0.004465930809980963
SLIM_BPR_Recommender,164,22,0.0020200175787671378,0.0070589732214879,0.00447841309101682
SLIM_BPR_Recommender,305,33,0.002123708883523205,0.00998180579001065,0.004546858181759108
SLIM_BPR_Recommender,498,70,0.008375901887248986,0.0008950873153671678,0.004583614180924038
SLIM_BPR_Recommender,293,38,0.0018077359102815656,0.001612873450269656,0.004544110145007764
SLIM_BPR_Recommender,396,43,0.004003305408622088,0.006849209336762764,0.004560557575197529
SLIM_BPR_Recommender,489,86,0.009225689157889945,0.0016924059948000357,0.004594553189431049
SLIM_BPR_Recommender,323,75,0.005747064876591614,0.005797258846701898,0.004587910051397431
SLIM_BPR_Recommender,332,16,0.0027722139048753274,0.009409076367616408,0.004494582510467657
SLIM_BPR_Recommender,382,24,0.009779650214353282,0.002090211265361071,0.00455153005913024
SLIM_BPR_Recommender,159,38,0.002975542720392453,0.0018872686224324546,0.0045723748527808404
SLIM_BPR_Recommender,180,20,0.009897125418876176,0.002248570549321385,0.004508276674729677
SLIM_BPR_Recommender,197,86,0.004078641230383467,0.00031415738289136534,0.004617945707918959
SLIM_BPR_Recommender,253,70,0.00910119708012052,0.0036668532906045494,0.004591613804678881
SLIM_BPR_Recommender,226,48,0.0030157676456660397,0.009724358530767361,0.0045981934635856425
SLIM_BPR_Recommender,491,50,0.0055071288564865085,0.009787287489440716,0.00452461281566069
SLIM_BPR_Recommender,253,11,0.00933486000095432,0.00019985221789083337,0.004451390267296678
SLIM_BPR_Recommender,230,71,0.0007188141807026753,0.006966385800392539,0.004561731026781069
SLIM_BPR_Recommender,430,80,0.0032003913585718835,0.004703024843798428,0.004579533788049438
SLIM_BPR_Recommender,119,56,0.008238933269405387,0.007684638198332551,0.004562137455325536
SLIM_BPR_Recommender,227,47,0.008223213142945615,0.0015565240049265061,0.0045679563683016485
SLIM_BPR_Recommender,301,32,0.0014082748960867503,0.0013447354394038535,0.0045040101032634144
SLIM_BPR_Recommender,479,46,0.001475285361247439,0.009201891893259099,0.004581087263141949
SLIM_BPR_Recommender,205,79,0.0029920153286255415,0.009182200690879775,0.004571033563806966
SLIM_BPR_Recommender,405,89,0.0014619404441537638,0.00886344839291115,0.004581462240998827
