recommender,shrink,topk,MAP
ItemKNNCFRecommender,54.318785468832914,130,0.004128635313670047
ItemKNNCFRecommender,17.27308665411964,469,0.0041634152510664135
ItemKNNCFRecommender,180.5014548364296,169,0.00431768583648063
ItemKNNCFRecommender,63.681400025472506,101,0.004152490882456644
ItemKNNCFRecommender,89.74949216462247,467,0.004246339423460759
ItemKNNCFRecommender,50.595340123677616,460,0.004198029094291703
ItemKNNCFRecommender,179.8523646355463,188,0.004316789769059774
ItemKNNCFRecommender,198.2550391955545,253,0.004327691969397726
ItemKNNCFRecommender,159.2066572079127,377,0.004299578366808895
ItemKNNCFRecommender,181.6514573774671,117,0.004272942057399822
ItemKNNCFRecommender,180.89968016284837,393,0.004316051598355377
ItemKNNCFRecommender,79.14217225371412,484,0.0042247055459491605
ItemKNNCFRecommender,148.76447591967911,286,0.004296076762882193
ItemKNNCFRecommender,41.56894846184932,292,0.004171609681700393
ItemKNNCFRecommender,197.4714967380188,476,0.004329121606508683
ItemKNNCFRecommender,166.01560294078288,271,0.004316839893505641
ItemKNNCFRecommender,149.19530566683412,478,0.004296611775563549
ItemKNNCFRecommender,126.4530178589686,251,0.004275597747517388
ItemKNNCFRecommender,31.087460872063478,490,0.004168853057851771
ItemKNNCFRecommender,161.53797329540012,164,0.004285713736655976
ItemKNNCFRecommender,178.23685092252202,399,0.004311810191869604
ItemKNNCFRecommender,182.16996517589544,187,0.004311241260470676
ItemKNNCFRecommender,199.41793702059334,105,0.004299779582983395
ItemKNNCFRecommender,190.86043378008935,304,0.004330600780829348
ItemKNNCFRecommender,11.07533639700109,280,0.004136793482360303
ItemKNNCFRecommender,143.16067227036768,444,0.004282681070748147
ItemKNNCFRecommender,198.24633649041522,180,0.004327928243844602
ItemKNNCFRecommender,121.64711554467526,443,0.004259226191643774
ItemKNNCFRecommender,26.56278974400972,484,0.0041661587032005435
ItemKNNCFRecommender,192.33284738146463,401,0.004320667801026367
