recommender,alpha,l1_ratio,TopK,MAP
ItemKNNCFRecommender,80,920,rp3beta,tfidf,0.004922749356472093
ItemKNNCFRecommender,71,848,rp3beta,tfidf,0.0049413548068475855
ItemKNNCFRecommender,39,885,rp3beta,tfidf,0.004991849617315143
ItemKNNCFRecommender,56,948,rp3beta,tfidf,0.004970781554379889
ItemKNNCFRecommender,50,976,rp3beta,bm25plus,0.005008392888937587
ItemKNNCFRecommender,49,970,rp3beta,bm25plus,0.005003672627116572
ItemKNNCFRecommender,45,981,rp3beta,tfidf,0.0049811522844485446
ItemKNNCFRecommender,49,959,rp3beta,bm25plus,0.0049995457346631725
ItemKNNCFRecommender,26,965,rp3beta,bm25plus,0.004911017691716943
ItemKNNCFRecommender,30,936,rp3beta,bm25plus,0.004932708721895853
ItemKNNCFRecommender,49,915,rp3beta,bm25plus,0.004998132296116553
ItemKNNCFRecommender,50,918,rp3beta,bm25plus,0.004996160267812325
ItemKNNCFRecommender,49,915,rp3beta,bm25plus,0.004998132296116553
ItemKNNCFRecommender,52,913,rp3beta,bm25plus,0.004997379098027212
ItemKNNCFRecommender,51,965,rp3beta,bm25plus,0.0049975408600847725
ItemKNNCFRecommender,42,978,rp3beta,bm25plus,0.004978561345742522
ItemKNNCFRecommender,46,953,rp3beta,bm25plus,0.0049849641992821036
ItemKNNCFRecommender,52,980,rp3beta,bm25plus,0.0050008890492981494
ItemKNNCFRecommender,53,234,rp3beta,bm25plus,0.004806142949298919
ItemKNNCFRecommender,60,985,rp3beta,bm25plus,0.004988511101268629
ItemKNNCFRecommender,49,881,rp3beta,bm25plus,0.004986613933125505
ItemKNNCFRecommender,149,961,rp3beta,bm25plus,0.0048890163796348985
ItemKNNCFRecommender,38,943,rp3beta,bm25plus,0.004961273974567031
ItemKNNCFRecommender,52,971,rp3beta,bm25plus,0.00500077110081517
ItemKNNCFRecommender,54,976,rp3beta,bm25plus,0.004992542648986981
ItemKNNCFRecommender,51,1000,rp3beta,bm25plus,0.0049943170277644
ItemKNNCFRecommender,62,902,rp3beta,bm25plus,0.004989300623900623
ItemKNNCFRecommender,58,956,rp3beta,bm25plus,0.004988414971354279
ItemKNNCFRecommender,44,980,rp3beta,bm25plus,0.0049760622209241755
ItemKNNCFRecommender,31,927,rp3beta,bm25plus,0.0049438626954335825
ItemKNNCFRecommender,49,938,rp3beta,bm25plus,0.004995098353691056
ItemKNNCFRecommender,41,914,rp3beta,bm25plus,0.004965748732099022
ItemKNNCFRecommender,40,965,rp3beta,bm25plus,0.004960838189788507
ItemKNNCFRecommender,34,484,rp3beta,bm25plus,0.004870685561855241
ItemKNNCFRecommender,53,893,rp3beta,bm25plus,0.0049880155992694875
ItemKNNCFRecommender,64,871,rp3beta,bm25plus,0.004993971491041333
ItemKNNCFRecommender,47,942,rp3beta,bm25plus,0.004987627107104402
ItemKNNCFRecommender,44,919,rp3beta,bm25plus,0.004973129982426448
ItemKNNCFRecommender,57,958,rp3beta,bm25plus,0.0049879679579087274
ItemKNNCFRecommender,48,924,rp3beta,bm25plus,0.004991294101856343
ItemKNNCFRecommender,51,906,rp3beta,bm25plus,0.004991809189573725
ItemKNNCFRecommender,38,985,rp3beta,bm25plus,0.0049605576097892165
ItemKNNCFRecommender,61,948,rp3beta,bm25plus,0.004983095939583928
ItemKNNCFRecommender,52,623,rp3beta,bm25plus,0.004936183409796
ItemKNNCFRecommender,42,884,rp3beta,bm25plus,0.004963288866355236
ItemKNNCFRecommender,28,971,rp3beta,bm25plus,0.00492482353839093
ItemKNNCFRecommender,56,845,rp3beta,bm25plus,0.005001394619720386
ItemKNNCFRecommender,55,898,rp3beta,bm25plus,0.004991684009065967
ItemKNNCFRecommender,22,839,rp3beta,bm25plus,0.004863472454837633
ItemKNNCFRecommender,49,925,rp3beta,bm25plus,0.0049980033624803764
ItemKNNCFRecommender,58,932,rp3beta,bm25plus,0.00498685583028658
ItemKNNCFRecommender,46,997,rp3beta,bm25plus,0.004991219672261934
ItemKNNCFRecommender,65,963,rp3beta,bm25plus,0.004986885703039848
ItemKNNCFRecommender,37,872,rp3beta,bm25plus,0.004939741387330576
ItemKNNCFRecommender,32,943,rp3beta,bm25plus,0.004948944886840318
ItemKNNCFRecommender,42,536,rp3beta,bm25plus,0.004885275577865463
ItemKNNCFRecommender,49,907,rp3beta,bm25plus,0.00499549766151865
ItemKNNCFRecommender,55,926,rp3beta,bm25plus,0.004986475905750704
ItemKNNCFRecommender,60,109,rp3beta,bm25plus,0.004798734868911744
ItemKNNCFRecommender,51,916,rp3beta,bm25plus,0.004996567888887294
ItemKNNCFRecommender,47,980,rp3beta,bm25plus,0.004990225936701465
ItemKNNCFRecommender,53,953,rp3beta,bm25plus,0.0049967375844603285
ItemKNNCFRecommender,44,957,rp3beta,bm25plus,0.004977929464858772
ItemKNNCFRecommender,56,429,rp3beta,tfidf,0.004930945153826587
ItemKNNCFRecommender,53,855,rp3beta,bm25plus,0.004993212999774749
ItemKNNCFRecommender,40,941,rp3beta,bm25plus,0.004964704706631685
ItemKNNCFRecommender,66,971,rp3beta,bm25plus,0.004993829967661334
ItemKNNCFRecommender,35,890,rp3beta,bm25plus,0.004947907690994846
